id,sex,employment,married,income,digital2
125,M,employed,1,11746,.32534727
126,M,employed,1,6777,0
127,M,employed,1,5639,.99963164
128,M,employed,1,9287,.80035049
129,F,unemployed,1,14923,0
130,F,unemployed,0,0,.64555842
131,F,unemployed,1,793,0
132,M,student,0,10962,.035057686
133,M,employed,1,27154,.85800695
134,F,employed,1,13598,.57537949
135,M,employed,1,26611,.53939402
136,M,unemployed,1,60769,.31073147
137,M,employed,1,44761,.25453705
138,F,retired,1,5439,0
139,M,employed,1,81114,.73785162
140,F,employed,1,35645,.7165339
141,M,student,0,3462,.89268243
142,M,employed,1,13713,.26120988
143,F,employed,1,7752,.88908976
144,F,employed,1,5346,.50580734
145,F,student,0,0,0
146,M,employed,1,17305,.51256198
147,M,employed,0,11559,.52574897
148,M,unemployed,1,11431,.51347762
149,M,retired,1,11294,.20588747
150,F,employed,1,21446,.79496533
151,F,employed,1,9971,.47109026
152,M,student,0,4415,.8345986
153,F,unemployed,1,10263,.54014719
154,M,employed,1,14455,.65631664
155,M,employed,0,22094,.050505575
156,M,student,0,4304,0
157,F,employed,1,4009,.78920448
158,M,unemployed,1,44385,.52265054
159,M,employed,1,40736,.22342062
160,M,employed,0,7653,.76127958
161,M,unemployed,1,0,.60914475
162,M,employed,1,11231,.65771842
163,M,employed,1,11946,0
164,F,unemployed,1,0,.36639947
165,M,employed,0,15249,.56800199
166,F,employed,0,14075,.6951021
167,M,employed,1,64217,.080174714
168,M,employed,1,187934,0
169,M,employed,1,6558,0
170,F,retired,1,7337,0
171,F,unemployed,1,0,.58099693
172,M,employed,1,29818,.52589035
173,M,student,0,16362,.9455564
174,M,employed,1,150661,.45155844
175,M,employed,1,11626,0
176,F,student,0,0,.76828331
177,F,unemployed,1,0,.82006907
178,M,unemployed,0,0,.64586413
179,M,student,0,0,.91441023
180,M,employed,1,17450,.62640584
181,F,employed,1,10743,.73800159
182,M,unemployed,0,0,.74797553
183,M,employed,1,18045,.25685841
184,M,retired,1,47543,0
185,F,employed,1,11846,.91834247
186,F,employed,1,7806,.21383789
187,M,employed,1,17850,.40108368
188,M,employed,1,9389,.87012804
189,M,employed,1,14605,.53293276
190,F,employed,1,9144,.97573036
191,F,unemployed,1,70115,.63123292
192,M,employed,1,14232,.15814942
193,M,employed,1,33361,.07523492
194,M,employed,1,6766,.77844566
195,M,employed,1,8963,.6952672
196,M,unemployed,0,16699,.2974152
197,F,employed,1,15302,.062383786
198,F,unemployed,1,0,.32666782
199,F,unemployed,1,0,.73913491
200,M,employed,1,6533,.73745811
201,F,employed,0,25453,.19567546
202,M,student,0,0,.28316009
203,M,student,0,0,.72093564
204,M,employed,1,16384,.16493951
205,F,employed,1,11014,.65076715
206,F,employed,1,5221,0
207,M,student,0,0,.97835922
208,M,retired,1,4174,0
209,M,student,0,0,.91370314
210,M,employed,1,11584,.89316165
211,F,unemployed,1,0,.23562765
212,F,student,0,0,.99947822
213,F,student,0,2571,.84402901
214,F,employed,1,5789,.50193983
215,F,employed,0,7898,.9143911
216,M,employed,1,19939,0
217,F,retired,0,8388,.21984792
218,M,employed,1,101471,.7805655
219,M,employed,1,32306,.23403734
220,M,employed,1,5384,.72575176
221,F,retired,1,2966,.2521022
222,M,employed,0,8907,0
223,M,employed,0,9285,.51431727
224,M,employed,1,5893,.76754397
225,M,student,0,0,.57452804
226,F,employed,1,4930,.31263393
227,F,employed,1,6734,.25431195
228,M,student,0,38128,.77819222
229,M,employed,1,37340,.51778901
230,M,employed,1,14412,0
231,M,unemployed,0,20706,.61906582
232,M,employed,1,8056,.61046129
233,F,employed,0,13548,0
234,F,retired,1,102632,.079898253
235,M,employed,0,174363,0
236,M,employed,1,8163,.20584436
237,M,student,0,0,.89272541
238,M,retired,1,7627,0
239,M,retired,0,6375,0
240,F,employed,0,6005,0
241,M,employed,0,49763,.59770423
242,M,employed,1,70506,.50297916
243,M,employed,1,47996,.52100545
244,F,employed,1,6107,.69438767
245,M,employed,1,11092,.85343289
246,M,retired,0,10214,.1622624
247,M,employed,1,7322,.039882265
248,F,employed,1,6527,.98577052
249,M,employed,1,15256,.82988924
250,F,employed,1,70375,.42061818
251,M,unemployed,1,0,.17894268
252,F,employed,1,36701,.69801843
253,F,employed,1,9876,.58055776
254,M,employed,1,6287,0
255,F,student,0,0,.56816554
256,F,employed,0,6116,.65014756
257,M,employed,1,7227,0
258,M,employed,1,7189,.8400591
259,F,employed,1,5795,.72060984
260,M,retired,1,4430,0
261,M,student,1,0,.77779728
262,M,employed,1,14073,0
263,F,retired,1,6192,.32624808
264,F,employed,0,16313,.53470808
265,M,employed,0,6197,.32815146
266,F,unemployed,1,9825,.58951265
267,F,employed,1,4193,.92451906
268,F,unemployed,1,0,.16014756
269,M,retired,0,3927,0
270,M,employed,1,7561,.33603507
271,F,employed,1,13468,.58803594
272,F,employed,1,6200,0
273,M,unemployed,1,0,.35624507
274,F,employed,1,31366,.20756452
275,M,employed,1,29806,.25404507
276,F,unemployed,0,18030,.23491721
277,M,retired,1,5074,.23762479
278,M,employed,1,8922,.60354352
279,F,unemployed,0,6861,.58308411
280,M,unemployed,0,0,0
281,M,employed,0,9640,.43247578
282,F,employed,1,8032,0
283,F,student,0,205038,.62179565
284,M,student,0,0,.84942597
285,M,employed,1,20686,.52102131
286,M,employed,1,20093,.20608148
287,M,employed,1,5727,.81015795
288,M,employed,0,5324,.98337448
289,M,student,0,0,.92904133
290,F,employed,0,9557,.73439646
291,F,student,0,0,.62355131
292,M,student,1,11171,.95118326
293,F,retired,0,4726,.25419229
294,F,employed,1,46264,0
295,F,retired,0,9073,.08041738
296,M,employed,1,5560,0
297,F,retired,1,1368,.16267918
298,M,unemployed,0,0,.95366186
299,F,employed,1,9278,.78666961
300,F,employed,1,5590,0
301,M,student,0,0,.7639538
302,F,employed,1,6454,.6674751
303,M,employed,1,19779,.20096149
304,M,student,0,0,.75645816
305,M,student,0,16312,.57002032
306,M,employed,1,8408,.63527119
307,M,retired,1,15970,0
308,M,retired,0,66072,.054033041
309,F,student,0,0,.95236957
310,M,student,0,4843,.78265941
311,M,employed,0,9288,0
312,F,employed,0,21735,.33943266
313,M,employed,1,7489,.084125765
314,M,employed,1,98427,.71799886
315,F,employed,1,6148,.98945707
316,F,student,0,0,.91911149
317,F,employed,1,5065,.66011393
318,M,employed,0,8991,.54892355
319,F,student,0,0,.92902178
320,M,employed,1,5382,.73275816
321,F,student,0,42353,.94670558
322,F,employed,1,5117,0
323,M,employed,0,8134,.62560511
324,M,retired,0,3281,0
325,F,employed,0,14101,.57107574
326,F,employed,0,45386,.88468736
327,M,employed,1,49094,.61576182
328,M,employed,0,11164,0
329,M,employed,0,98181,.74061376
330,M,employed,1,8726,.89381617
331,F,student,0,0,.33809966
332,F,employed,0,27868,0
333,M,employed,1,215023,0
334,M,employed,1,13711,.89851046
335,M,unemployed,1,0,.38199261
336,M,employed,1,11210,0
337,M,employed,1,16284,.37811655
338,F,employed,1,22103,0
339,F,unemployed,0,5849,.76402557
340,M,employed,1,16259,0
341,M,unemployed,0,0,.50384694
342,M,employed,1,7983,0
343,M,student,0,4747,.96013504
344,M,employed,1,5011,.77703208
345,M,employed,1,8359,.55909902
346,F,employed,1,21976,.62835753
347,M,employed,1,16265,0
348,M,unemployed,1,0,.16526404
349,M,employed,1,40409,.24110037
350,F,employed,0,15775,.64177555
351,M,student,0,6308,0
352,F,employed,1,14963,0
353,M,employed,0,20056,.69199115
354,M,employed,1,7266,.56733668
355,F,employed,0,11221,.70472908
356,M,unemployed,1,11519,.17595895
357,M,employed,1,6890,.53014398
358,F,employed,1,14692,.28568736
359,F,employed,0,15984,0
360,M,employed,1,6408,.5025546
361,F,employed,1,26029,.64577633
362,M,retired,1,32676,0
363,M,employed,0,8810,.37827373
364,M,unemployed,1,0,.1312236
365,M,student,0,0,.92383873
366,M,student,0,0,.86534619
367,M,employed,0,47467,.74210358
368,M,student,0,101516,.9489404
369,F,employed,0,47343,.65097427
370,M,employed,1,28546,.50253409
371,M,employed,1,25569,.47880027
372,M,student,1,0,.9052161
373,M,employed,1,11306,.64906311
374,F,employed,0,12140,.075305693
375,F,employed,0,6960,.047757503
376,F,unemployed,0,0,0
377,F,unemployed,0,0,.34941077
378,M,student,0,0,.94265586
379,F,unemployed,1,5509,.42726386
380,M,employed,0,141801,.54935712
381,M,employed,0,9566,.59423923
382,M,unemployed,0,8643,.81043553
383,F,employed,1,6445,.77935952
384,M,employed,1,15641,.15744185
385,F,unemployed,1,0,.98622954
386,F,retired,0,9554,.23841301
387,M,unemployed,1,0,.82938886
388,M,unemployed,0,12766,.71493518
389,M,employed,1,14769,.43091169
390,F,unemployed,1,6678,.032847628
391,F,unemployed,1,40497,0
392,M,employed,0,19280,.3230277
393,F,retired,1,16262,.084401958
394,F,unemployed,0,7466,.10335269
395,F,employed,1,5302,.01705531
396,F,employed,1,19844,.58895737
397,M,student,0,0,.86986017
398,M,student,0,0,.12069797
399,F,unemployed,1,0,.60495162
400,F,unemployed,1,0,.82327819
401,M,employed,1,37718,.77476865
402,F,unemployed,1,0,.032881711
403,F,student,0,0,.92310554
404,F,employed,1,9133,.38048634
405,M,employed,1,25922,.79699332
406,M,employed,1,6893,.3203595
407,M,student,0,45122,0
408,M,unemployed,1,7773,0
409,M,unemployed,0,0,.88127464
410,F,employed,1,15755,.17949121
411,M,unemployed,1,0,.53618729
412,M,student,0,0,.95102346
413,F,retired,0,16812,0
414,M,employed,1,20186,.23025291
415,F,employed,1,9068,.64669275
416,M,employed,1,7555,.82491606
417,M,employed,0,30956,.54424417
418,M,employed,1,21732,.54663181
419,F,employed,0,53945,.19089086
420,M,employed,1,10338,.6357798
421,M,employed,1,9275,.86770606
422,M,retired,1,3788,0
423,M,employed,1,6676,0
424,F,employed,0,19987,.56595826
425,F,employed,1,13268,.54785717
426,F,employed,1,26856,.80581135
427,M,employed,1,7248,.40075117
428,M,employed,1,11076,.062600717
429,F,employed,0,6248,.33386147
430,F,unemployed,1,0,.57466483
431,M,employed,1,11731,.62677705
432,M,unemployed,0,13043,.68479079
433,F,unemployed,1,13341,0
434,M,employed,1,29963,.89103115
435,F,student,0,17002,.83379114
436,F,employed,0,11259,.63389117
437,M,student,0,0,.76052505
438,M,employed,0,11021,.68141365
439,F,student,0,22582,.26736882
440,M,retired,0,6417,.18699571
441,M,employed,1,10945,.18578386
442,M,employed,0,9363,.72837663
443,M,employed,0,9524,0
444,M,employed,0,95573,0
445,F,retired,0,2124,.2586022
446,M,employed,1,7449,.074248567
447,M,employed,1,16330,.88270408
448,M,employed,0,13686,.37259951
449,F,unemployed,1,0,.29837719
450,F,employed,1,8208,.48091683
451,F,employed,0,157823,0
452,F,student,0,0,.8083666
453,F,student,0,0,.96198654
454,M,employed,1,6778,0
455,M,student,0,0,.81178951
456,M,employed,1,9394,.021819385
457,F,student,0,0,.89695936
458,F,retired,0,18600,0
459,M,student,1,0,.71237212
460,M,unemployed,0,0,.50057626
461,F,unemployed,1,0,.37154433
462,F,employed,1,17580,.58677602
463,F,retired,1,20527,.12647732
464,M,employed,1,11072,0
465,M,employed,1,37511,.09036395
466,F,student,0,12850,.94653481
467,M,employed,1,13629,.70751745
468,F,student,0,0,.72438967
469,F,employed,0,42223,0
470,M,student,0,0,.4633832
471,F,student,0,0,.91210455
472,M,employed,0,11037,0
473,M,employed,0,8877,.82420141
474,M,employed,1,45719,.67172545
475,F,student,0,6245,.34150425
476,F,unemployed,1,0,.37147507
477,F,employed,1,16577,0
478,M,employed,1,9956,.61135966
479,M,employed,1,138899,.58991849
480,F,employed,1,9130,0
481,F,student,1,22726,.8454991
482,M,employed,1,6079,.8148694
483,F,student,0,3926,.59381276
484,F,employed,1,6320,.70972157
485,M,employed,1,6672,.64919132
486,M,retired,1,7222,.22652206
487,M,unemployed,1,7734,0
488,M,unemployed,1,15075,.02389247
489,M,employed,1,16889,.57609493
490,F,unemployed,1,0,.52779692
491,M,employed,1,8863,0
492,M,employed,1,248375,.45077276
493,M,student,0,0,.72427297
494,M,student,0,0,.31010067
495,M,employed,1,9445,.55537683
496,F,employed,1,235049,.52285182
497,M,unemployed,1,8288,.52295935
498,F,employed,1,13723,.51006401
499,F,unemployed,0,17027,0
500,M,employed,1,16253,.64903343
501,M,employed,1,9026,.30623734
502,M,employed,1,6381,.08666414
503,M,employed,1,9441,.042339522
504,M,employed,1,51689,0
505,M,retired,1,5065,.052907128
506,M,employed,1,32621,.55672407
507,M,retired,1,5470,0
508,M,student,1,0,.8600353
509,M,employed,1,14417,.39081064
510,F,student,1,0,.87767577
511,M,unemployed,1,0,.091734737
512,F,employed,1,10768,0
513,M,employed,1,26072,0
514,M,employed,0,12934,.1544988
515,F,employed,1,4970,0
516,M,employed,1,214822,.75988841
517,M,employed,1,18921,.72249597
518,F,employed,1,7472,.6754896
519,M,employed,0,8518,.60611618
520,M,student,0,82438,.99912173
521,M,employed,1,23595,.2385276
522,F,employed,0,22011,.37935656
523,M,student,0,0,.99757248
524,F,employed,1,27328,.93902653
525,F,employed,1,7074,.52744424
526,M,employed,0,9950,.34357521
527,M,employed,1,41853,.85489321
528,M,employed,1,209524,.21209188
529,F,unemployed,0,6032,.29494914
530,M,employed,1,5504,.62948221
531,F,employed,0,11176,.30127856
532,M,student,0,41920,.74906468
533,F,unemployed,1,37296,.53413188
534,M,employed,0,26060,.55129194
535,M,unemployed,1,8672,.56148446
536,F,employed,1,4919,.60037118
537,M,employed,1,21517,.64589524
538,F,employed,1,24216,.5174197
539,F,employed,1,4950,0
540,M,unemployed,1,12917,.036906313
541,M,unemployed,1,19563,.62280351
542,M,employed,1,15323,.15975773
543,M,retired,0,40926,.37974244
544,M,employed,1,55623,.93299538
545,F,employed,1,8700,0
546,F,employed,1,7060,.64836335
547,M,employed,1,10350,.12610209
548,F,employed,1,5147,.42093295
549,M,student,0,0,.80170614
550,F,unemployed,1,11810,.18356809
551,M,employed,1,5818,.92654735
552,F,unemployed,1,10489,.16559507
553,M,retired,0,36446,0
554,M,student,0,11685,.75275648
555,F,unemployed,1,0,.43029147
556,M,employed,1,8763,.60493523
557,M,employed,1,25350,.79182798
558,M,employed,1,12559,.10126781
559,F,retired,1,3089,.090119772
560,M,employed,0,9464,.55866337
561,F,unemployed,1,0,0
562,M,student,0,0,.83982569
563,F,student,0,0,.95906061
564,F,employed,1,34471,.60724527
565,M,employed,1,7961,.074743934
566,M,employed,1,38164,.76877081
567,M,retired,1,6048,.24515387
568,M,unemployed,1,13318,.6349805
569,F,unemployed,0,0,.99998677
570,M,employed,1,19319,0
571,M,unemployed,0,0,.72976077
572,M,employed,1,8077,0
573,F,employed,1,6958,.73860395
574,F,student,0,0,.88057697
575,M,employed,1,26684,.5405581
576,F,employed,1,8368,.34729806
577,M,student,0,2366,.87395036
578,M,employed,0,7709,.69098997
579,F,employed,0,11630,0
580,M,employed,1,12302,.48450786
581,F,employed,0,131934,.23984385
582,M,employed,1,5748,.21023971
583,F,retired,1,56129,.12408979
584,M,employed,1,9629,.78605211
585,M,employed,0,12031,.91494006
586,M,employed,1,8683,.33676147
587,M,student,0,0,.87229371
588,M,employed,0,47281,.68969959
589,M,retired,1,6161,0
590,F,retired,1,3062,.037637413
591,M,employed,1,18369,.85119396
592,F,employed,0,32702,.21252382
593,F,student,0,4419,.74489123
594,M,employed,1,299935,0
595,F,employed,0,7664,.44688088
596,M,retired,1,4822,0
597,M,employed,1,22796,.6067034
598,F,employed,1,6796,0
599,M,student,0,0,.9380486
600,M,student,0,0,0
601,M,unemployed,1,25028,.73036492
602,M,student,0,0,.96611488
603,M,employed,1,26032,.027408201
604,M,student,0,0,.93789911
605,F,employed,1,4460,.55083966
606,F,unemployed,1,8804,.055236634
607,F,employed,0,16352,.250516
608,F,employed,0,76355,0
609,F,employed,1,5506,0
610,M,employed,1,7987,.81994516
611,M,student,0,0,.8551926
612,M,employed,0,7204,.62901282
613,F,employed,0,60223,0
614,M,employed,0,48390,.75874847
615,M,employed,0,10953,.78105372
616,M,unemployed,1,15327,.70417535
617,F,employed,0,210863,.90589929
618,F,unemployed,1,0,.67020428
619,M,employed,1,40956,.76219064
620,M,employed,1,13513,.88949907
621,M,employed,1,26758,.80201447
622,F,employed,1,5263,.51388603
623,F,student,0,0,.74981827
624,F,employed,1,7695,0
625,M,unemployed,0,21785,0
626,F,student,0,13245,.9256022
627,M,student,0,0,.95023853
628,M,unemployed,0,0,.67436308
629,F,unemployed,0,0,.32226878
630,F,employed,1,9363,.68459845
631,M,employed,0,15321,0
632,M,employed,0,46032,.56371891
633,M,unemployed,0,0,.50271749
634,F,employed,1,11557,.71089447
635,M,student,0,0,.13021867
636,F,employed,1,13621,0
637,M,employed,0,8675,.54267329
638,F,student,0,31841,0
639,M,retired,0,5900,.23995271
640,F,employed,1,10109,.69608241
641,M,employed,0,12618,.5843994
642,M,employed,1,16995,.41684547
643,M,student,0,0,.39232773
644,M,employed,1,26175,.5192017
645,M,unemployed,0,25695,.56381959
646,M,employed,1,350347,.53725564
647,M,employed,0,30635,0
648,F,student,0,0,.95007032
649,F,employed,0,17952,.65088576
650,M,student,0,0,.85964358
651,F,student,0,0,.83520526
652,F,employed,0,34936,.65949667
653,M,employed,1,14963,0
654,M,unemployed,1,25705,.49654782
655,F,unemployed,1,0,.88867873
656,M,employed,0,41860,.62495941
657,M,retired,0,6407,.32319197
658,M,retired,1,4128,.31054634
659,F,employed,0,7020,.81687784
660,F,retired,1,7755,.020673852
661,M,employed,1,17876,.78443223
662,F,unemployed,1,0,.62884301
663,F,employed,1,6947,.95481819
664,F,employed,1,5798,.10261209
665,M,employed,0,34981,0
666,M,employed,1,37290,.38781583
667,M,employed,1,16659,.70650917
668,F,employed,0,8187,.6946559
669,F,employed,1,6388,.56431812
670,F,unemployed,0,0,.56688696
671,M,employed,1,6230,.40776035
672,M,employed,1,11367,0
673,M,employed,1,7983,.37115288
674,F,employed,1,6457,.82692832
675,M,retired,0,4941,.24131763
676,F,employed,1,36369,.6395272
677,M,retired,1,6387,0
678,F,student,0,43213,.84514791
679,F,employed,0,36311,.82893157
680,F,unemployed,1,5873,.78316247
681,F,student,0,0,.92594397
682,M,employed,1,10569,0
683,F,employed,1,6102,0
684,F,retired,1,6869,0
685,F,unemployed,0,6657,.83836293
686,F,employed,1,73976,.19691826
687,M,employed,0,11155,.097863846
688,M,employed,1,7171,.7101388
689,M,employed,1,8391,.80334586
690,M,retired,1,6590,.049445786
691,F,student,0,6514,.85931319
692,M,employed,0,11597,.3374176
693,M,employed,1,111315,.5065617
694,M,employed,1,20159,.50065213
695,M,employed,1,9646,.30985302
696,M,student,0,0,.84402603
697,F,retired,1,2851,.073671728
698,M,employed,0,8087,.063259028
699,F,employed,1,12420,0
700,F,unemployed,0,0,0
701,M,employed,0,7831,.65770298
702,M,unemployed,0,0,.44286397
703,F,employed,1,17778,.92463166
704,M,retired,0,4527,.23334011
705,F,employed,1,4193,.65595925
706,F,retired,0,4290,0
707,M,employed,1,8136,.53229004
708,F,unemployed,1,13637,.93353516
709,F,employed,1,9589,.77468061
710,M,retired,0,12118,.32464075
711,F,unemployed,1,9363,.2821559
712,M,student,0,0,.21551552
713,M,employed,1,16578,.90280914
714,M,employed,0,9038,.60951686
715,M,student,0,0,.97399205
716,F,retired,1,10142,.29003802
717,M,retired,1,8577,.31915075
718,M,retired,1,19408,0
719,F,unemployed,0,16046,.78907096
720,M,unemployed,0,0,.56535798
721,M,employed,1,17592,.088948838
722,F,employed,0,12797,.53954041
723,M,employed,1,12396,0
724,F,employed,1,6848,.76723504
725,M,unemployed,1,0,.76618099
726,M,retired,0,3521,.19336225
727,M,student,0,4550,.97940719
728,F,student,0,9312,.90749037
729,M,employed,1,49122,.13384435
730,F,unemployed,1,13862,0
731,M,employed,1,30252,0
732,F,employed,0,5713,.023575649
733,F,unemployed,1,6925,0
734,F,retired,0,6285,.017156443
735,F,unemployed,1,30099,.63368678
736,M,student,0,5344,.27185518
737,M,student,0,0,.014355659
738,M,employed,1,9988,0
739,M,employed,1,20498,.96650046
740,M,student,0,0,.75381708
741,M,employed,0,11216,.8701517
742,M,student,0,0,.040214576
743,M,retired,1,6811,.39552316
744,F,employed,1,8449,.65902728
745,F,employed,0,10687,.17736804
746,F,employed,1,5652,0
747,M,employed,1,9552,.80280375
748,F,unemployed,1,14954,.75281882
749,M,employed,1,11747,.85435736
750,F,retired,1,8842,.31469446
751,M,employed,1,41699,.37789708
752,F,student,0,0,.9702034
753,F,unemployed,0,0,.68325657
754,M,employed,0,8554,.76847744
755,M,employed,1,45455,0
756,M,employed,1,20687,.63592249
757,F,employed,1,6701,0
758,F,employed,1,4836,.74137759
759,M,unemployed,0,5891,.082290232
760,M,employed,0,6291,.034296803
761,M,employed,1,13849,.53673291
762,M,retired,0,5125,.29021192
763,M,student,0,0,.22104703
764,F,student,0,0,.89367867
765,M,employed,1,19022,.14619729
766,M,employed,0,11021,.28099641
767,M,student,1,68872,.090823501
768,F,employed,0,50019,.47632733
769,M,employed,1,34586,.44649488
770,M,employed,1,6304,.76497108
771,F,student,0,0,.41427213
772,M,employed,1,61409,.094678201
773,M,student,1,0,.89918405
774,M,student,0,0,0
775,M,employed,1,10580,.59801233
776,F,unemployed,0,0,.42109165
777,F,employed,0,8687,.55563188
778,M,employed,0,5649,0
779,M,employed,1,16200,0
780,M,retired,0,11179,0
781,M,employed,1,7267,0
782,M,employed,1,17206,0
783,M,unemployed,1,0,0
784,F,student,0,0,.93540055
785,F,student,1,0,.19028674
786,M,employed,1,14158,.62630767
787,F,student,0,0,.81760776
788,F,employed,1,33627,.16424668
789,F,employed,0,42760,.71179295
790,M,employed,0,5558,.82418853
791,M,unemployed,0,0,.56630307
792,M,employed,1,25526,.58224452
793,F,employed,1,7002,0
794,M,retired,0,49152,.22647718
795,M,employed,1,10559,.66070259
796,M,employed,1,5466,.40251112
797,M,employed,1,68729,0
798,M,unemployed,1,8843,.50737441
799,M,student,0,8038,.39526227
800,M,student,0,3908,.75935692
801,M,employed,1,244020,.25604412
802,M,employed,0,5852,0
803,F,employed,0,9392,.61785048
804,F,unemployed,0,0,.52434105
805,M,unemployed,0,8496,.51260388
806,F,student,0,4306,.98102999
807,M,unemployed,1,9997,0
808,F,employed,1,12780,.54945862
809,M,student,0,0,.35669127
810,F,employed,1,13772,.77230227
811,M,employed,1,35353,.92471641
812,M,employed,1,29179,.57902086
813,F,employed,1,16776,0
814,M,employed,1,5705,0
815,F,retired,1,25473,.19662967
816,F,employed,1,34360,.58489203
817,F,student,1,0,.58480573
818,F,unemployed,0,0,.50553107
819,F,employed,0,7192,.0023887765
820,F,student,0,0,.86672711
821,F,student,0,3240,.94149649
822,M,employed,1,128124,.58296102
823,F,student,0,0,.020391576
824,F,employed,1,7064,.52203673
825,M,retired,0,5222,0
826,M,employed,1,17563,.58859503
827,M,retired,0,11808,.040027007
828,F,student,0,0,.81293076
829,F,unemployed,1,10494,.71914274
830,M,employed,1,108836,.61361384
831,F,unemployed,1,17879,.24309026
832,M,employed,1,9146,.0083708325
833,M,employed,1,22148,0
834,F,unemployed,1,8572,.55566913
835,F,employed,0,41077,0
836,F,employed,1,7339,.97696829
837,M,employed,0,126039,.55358952
838,M,unemployed,0,0,0
839,M,employed,0,5848,0
840,M,employed,0,9015,.83019227
841,M,employed,1,9251,.80498672
842,M,employed,0,7672,0
843,F,student,0,0,0
844,M,employed,1,13785,.79633129
845,M,retired,1,13404,.35122615
846,F,retired,1,3742,0
847,F,employed,1,25159,0
848,M,employed,1,15042,.76983017
849,F,employed,1,7285,.77020377
850,M,unemployed,1,0,0
851,F,employed,1,23156,.58133864
852,M,unemployed,1,9593,.53899968
