id,interest_rate
100890,0.12501662969589233
100891,0.21173341572284698
100892,0.05768463760614395
100893,0.1344251185655594
100894,0.1991911679506302
100895,0.13258937001228333
100896,0.2049686163663864
100897,0.12789298593997955
100898,0.131918266415596
100899,0.0605306401848793
100900,0.1266375184059143
100901,0.12155262380838394
100902,0.10171567648649216
100903,
100904,0.13810868561267853
100905,0.20831258594989777
100906,0.09655226767063141
100907,0.19899944961071014
100908,0.10088629275560379
100909,
100910,
100911,0.13213036954402924
100912,
100913,0.11612171679735184
100914,
100915,0.041656166315078735
100916,0.055873170495033264
100917,0.04302503168582916
100918,0.11694613844156265
100919,0.18032707273960114
100920,0.13194596767425537
100921,0.20804481208324432
100922,0.20262672007083893
100923,0.09597915410995483
100924,0.10587271302938461
100925,0.10450752824544907
100926,0.21640096604824066
100927,0.23151105642318726
100928,0.0852154940366745
100929,0.20733550190925598
100930,0.061773814260959625
100931,0.20022036135196686
100932,0.04406454414129257
100933,0.09865009039640427
100934,0.09028871357440948
100935,
100936,
100937,0.21384082734584808
100938,0.05502323806285858
100939,
100940,0.2315833419561386
100941,0.09413547068834305
100942,
100943,0.107525534927845
100944,
100945,0.22448031604290009
100946,
100947,0.1281878501176834
100948,0.12978559732437134
100949,0.11056134104728699
100950,0.20733550190925598
100951,
100952,
100953,0.10895311832427979
100954,
100955,
100956,0.11891917884349823
100957,0.11662399768829346
100958,0.08803679049015045
100959,0.05923096835613251
100960,0.20733550190925598
100961,0.08372799307107925
100962,0.17687669396400452
100963,0.1218956783413887
100964,0.08874297142028809
100965,
100966,
100967,0.12939748167991638
100968,0.08351454138755798
100969,0.19408592581748962
100970,0.1041361466050148
100971,0.21088112890720367
100972,0.1041923463344574
100973,0.0528387725353241
100974,
100975,0.042732372879981995
100976,0.1827571839094162
100977,0.0971599742770195
100978,0.08284230530261993
100979,
100980,0.04464653134346008
100981,
100982,
100983,0.04183582961559296
100984,0.05484592169523239
100985,0.06113910675048828
100986,0.11769584566354752
100987,0.11784753948450089
100988,0.1365436613559723
100989,0.0974372997879982
100990,0.17164482176303864
100991,
100992,0.09550031274557114
100993,0.21677625179290771
100994,
100995,0.22823195159435272
100996,
100997,0.21125414967536926
100998,0.044488415122032166
100999,0.19755356013774872
101000,
101001,0.11794780939817429
101002,0.17341311275959015
101003,0.21692867577075958
101004,
101005,0.10519387573003769
101006,0.12248311936855316
101007,
101008,0.0913313627243042
101009,0.08981701731681824
101010,0.04340226203203201
101011,0.09228041768074036
101012,0.19286979734897614
101013,
101014,0.08904220163822174
101015,0.08354034274816513
101016,0.20319589972496033
101017,0.12286445498466492
101018,
101019,0.17726515233516693
101020,0.05581782013177872
101021,0.17538030445575714
101022,
101023,
101024,
101025,0.04159852862358093
101026,
101027,0.19852279126644135
101028,0.08615930378437042
101029,0.12083373218774796
101030,0.0907636284828186
101031,
101032,0.20491355657577515
101033,0.0854153111577034
101034,0.058828845620155334
101035,0.05676814913749695
101036,
101037,0.22816157341003418
101038,
101039,0.0531524121761322
101040,0.17387206852436066
101041,
101042,
101043,0.04533993452787399
101044,
101045,0.21716353297233582
101046,0.12370584905147552
101047,0.04079403728246689
101048,
101049,0.12358208745718002
101050,0.04342833161354065
101051,0.08989035338163376
101052,
101053,0.09352586418390274
101054,
101055,0.2249179482460022
101056,
101057,0.2553088366985321
101058,
101059,0.05874815583229065
101060,
101061,
101062,0.05371394753456116
101063,0.09538617730140686
101064,0.17491242289543152
101065,0.057705603539943695
101066,
101067,0.19839917123317719
101068,0.21212929487228394
101069,0.1753108948469162
101070,0.09688705950975418
101071,
101072,0.12689794600009918
101073,0.17793633043766022
101074,0.22142083942890167
101075,0.11087369173765182
101076,0.17402727901935577
101077,0.041339896619319916
101078,0.05711036175489426
101079,0.20166462659835815
101080,0.1257771998643875
101081,0.1280849725008011
101082,0.043531835079193115
101083,
101084,0.12576504051685333
101085,
101086,0.06227145344018936
101087,0.04934503138065338
101088,
101089,0.0879649966955185
101090,0.04661385715007782
101091,0.17665615677833557
101092,0.17578497529029846
101093,0.05905682593584061
101094,0.17344066500663757
101095,0.08925019949674606
101096,
101097,
101098,
101099,0.13019327819347382
101100,0.188165083527565
101101,
101102,0.09336432814598083
101103,0.12906640768051147
101104,0.09555387496948242
101105,0.18899880349636078
101106,
101107,0.04294802248477936
101108,0.13639795780181885
101109,0.09322983771562576
101110,0.10184112191200256
101111,
101112,0.2286948710680008
101113,0.04707210510969162
101114,
101115,
101116,0.059216439723968506
101117,0.13166704773902893
101118,0.08698154985904694
101119,0.05931420624256134
101120,
101121,0.14093588292598724
101122,
101123,0.10368355363607407
101124,0.04312729835510254
101125,0.13132880628108978
101126,0.04332980513572693
101127,0.08272649347782135
101128,0.10468611121177673
101129,0.11893407255411148
101130,0.04338812083005905
101131,
101132,0.13740180432796478
101133,0.09584739804267883
101134,
101135,0.11494477838277817
101136,0.19554053246974945
101137,0.062260210514068604
101138,0.1296340525150299
101139,0.08731426298618317
101140,0.09111626446247101
101141,0.08456878364086151
101142,
101143,0.18360167741775513
101144,
101145,0.09884612262248993
101146,0.20355989038944244
101147,0.1394040733575821
101148,0.09098592400550842
101149,
101150,0.1996346414089203
101151,
101152,0.22209353744983673
101153,
101154,0.1389475017786026
101155,
101156,0.05872605741024017
101157,0.042732372879981995
101158,0.12210725247859955
101159,
101160,0.05598372220993042
101161,0.044659122824668884
101162,0.1291145384311676
101163,0.19974517822265625
101164,0.05741865187883377
101165,
101166,0.12872999906539917
101167,0.09999644011259079
101168,0.09582836180925369
101169,0.22886855900287628
101170,0.17120513319969177
101171,0.08298073709011078
101172,0.2033558487892151
101173,
101174,
101175,
101176,
101177,0.044027507305145264
101178,0.17745369672775269
101179,0.09391278028488159
101180,0.09044181555509567
101181,0.08468475192785263
101182,0.09064333140850067
101183,0.08535926789045334
101184,0.1824130415916443
101185,0.09390206634998322
101186,0.1359625905752182
101187,0.09632983803749084
101188,
101189,
101190,0.10095017403364182
101191,0.17278005182743073
101192,
101193,0.2149239480495453
101194,0.17787913978099823
101195,0.060378074645996094
101196,0.08371955901384354
101197,0.090754434466362
101198,
101199,0.1718445122241974
101200,0.055479392409324646
101201,0.13948947191238403
101202,0.2078012377023697
101203,0.06013944745063782
101204,0.17203468084335327
101205,0.047828108072280884
101206,0.14073581993579865
101207,
101208,
101209,0.12467516958713531
101210,0.222455233335495
101211,0.043253928422927856
101212,0.21157406270503998
101213,0.04234849661588669
101214,0.09432966262102127
101215,0.05973108112812042
101216,0.052133142948150635
101217,0.2163480818271637
101218,0.04303659498691559
101219,0.20211610198020935
101220,0.2062700092792511
101221,0.20647728443145752
101222,0.18250687420368195
101223,0.10773485898971558
101224,
101225,0.12674275040626526
101226,
101227,0.17992748320102692
101228,
101229,0.051727987825870514
101230,
101231,0.04151085019111633
101232,0.215715691447258
101233,
101234,0.1955621987581253
101235,
101236,
101237,0.11363326758146286
101238,0.12422943860292435
101239,0.09959381818771362
101240,
101241,
101242,0.04270537942647934
101243,0.09483978897333145
101244,
101245,0.13669829070568085
101246,0.12991593778133392
101247,0.09554814547300339
101248,0.10470731556415558
101249,
101250,
101251,0.04718754440546036
101252,0.18142953515052795
101253,0.1787482053041458
101254,0.12368898093700409
101255,0.13642169535160065
101256,0.136727437376976
101257,0.11861681193113327
101258,0.09029106795787811
101259,0.21112920343875885
101260,0.0918893814086914
101261,0.05405116081237793
101262,0.11072857677936554
101263,
101264,0.055965833365917206
101265,0.20776775479316711
101266,0.04940667003393173
101267,0.17638222873210907
101268,0.1897777020931244
101269,
101270,0.09044831246137619
101271,0.21943756937980652
101272,0.05626319348812103
101273,0.047372005879879
101274,0.09168984740972519
101275,0.044488415122032166
101276,
101277,0.22772236168384552
101278,
101279,
101280,
101281,
101282,
101283,0.08372984826564789
101284,
101285,0.18269184231758118
101286,
101287,0.21967540681362152
101288,0.08514601737260818
101289,0.09100306779146194
101290,
101291,0.04303841292858124
101292,0.12844201922416687
101293,
101294,
101295,0.08383864909410477
101296,
101297,0.12788686156272888
101298,
101299,0.1714254468679428
101300,
101301,0.08964280039072037
101302,
101303,
101304,0.19364210963249207
101305,0.20133838057518005
101306,0.09312313050031662
101307,0.08465000241994858
101308,0.20145511627197266
101309,0.11168333142995834
101310,0.12203329801559448
101311,0.19726353883743286
101312,0.1859946846961975
101313,
101314,0.055129602551460266
101315,0.10702625662088394
101316,0.17788030207157135
101317,0.08526083081960678
101318,0.05772348493337631
101319,0.1030726209282875
101320,0.09291023015975952
101321,0.09852567315101624
101322,0.21225854754447937
101323,
101324,0.08299566060304642
101325,0.19769644737243652
101326,0.08278030157089233
101327,0.17676906287670135
101328,0.040264442563056946
101329,
101330,0.0926046222448349
101331,0.09924066811800003
101332,
101333,
101334,
101335,0.059687256813049316
101336,
101337,0.0455733984708786
101338,
101339,0.1267862170934677
101340,0.048335276544094086
101341,0.20171129703521729
101342,
101343,0.04827948659658432
101344,
101345,0.09039288014173508
101346,0.20491492748260498
101347,0.10546702891588211
101348,0.20490023493766785
101349,0.10292998701334
101350,0.05936197191476822
101351,0.19067630171775818
101352,0.12973806262016296
101353,0.19532287120819092
101354,0.1158793717622757
101355,0.19542546570301056
101356,
101357,
101358,
101359,0.10039649903774261
101360,0.2179693579673767
101361,0.21548478305339813
101362,0.08441640436649323
101363,0.042732372879981995
101364,0.23745699226856232
101365,0.2296542227268219
101366,0.11263737082481384
101367,0.227003276348114
101368,0.22627991437911987
101369,0.09094373136758804
101370,0.21736383438110352
101371,0.06101148575544357
101372,0.1088644489645958
101373,0.18058155477046967
101374,
101375,0.04922124743461609
101376,
101377,0.09183881431818008
101378,0.04303841292858124
101379,0.0558893084526062
101380,0.04281334578990936
101381,0.19612440466880798
101382,
101383,
101384,0.08679228276014328
101385,
101386,0.060329750180244446
101387,0.05894830822944641
101388,0.1084352433681488
101389,
101390,
101391,
101392,0.06001274287700653
101393,
101394,
101395,0.17677706480026245
101396,0.08620931208133698
101397,0.05735882371664047
101398,
101399,0.05961059778928757
101400,0.2086329311132431
101401,
101402,0.09974341094493866
101403,0.10270677506923676
101404,0.0983710065484047
101405,
101406,0.0574689656496048
101407,
101408,0.19838331639766693
101409,0.13341857492923737
101410,0.2305784672498703
101411,
101412,
101413,0.20419923961162567
101414,
101415,0.1070978194475174
101416,0.1110776886343956
101417,0.043169669806957245
101418,0.05125858634710312
101419,0.05350561439990997
101420,0.21594181656837463
101421,0.09090931713581085
101422,0.13893592357635498
101423,0.06101148575544357
101424,
