applicant_id,interest_rate
244,0.13772926
245,0.06346415
246,0.08396746
247,0.21738435
248,0.04534983
249,0.030947668
250,0.008414907
251,0.51650226
252,0.0048086457
253,0.05509004
254,0.18485513
255,0.2167402
256,0.15026376
257,0.15637355
258,0.09116589
259,0.16968615
260,0.101514846
261,0.14802918
262,0.06077225
263,0.25417936
264,0.08666955
265,0.24840209
266,0.07362902
267,0.28585824
268,0.4795964
269,0.24204831
270,0.22391815
271,0.026308281
272,0.17352256
273,0.32261246
274,0.05082188
275,0.023446359
276,0.03939401
277,0.13114566
278,0.13724583
279,0.06436534
280,0.339165
281,0.13953339
282,0.1696283
283,3.447207e-05
284,0.12571765
285,0.04002756
286,0.044253163
287,0.07541696
288,0.11352325
289,0.12142341
290,0.16649377
291,0.2642669
292,0.009257758
293,0.26591527
294,0.004995172
295,0.08679658
296,0.171532
297,0.38244852
298,0.19926336
299,0.07472253
300,0.20664266
301,0.18136981
302,0.114093415
303,0.04991306
304,0.20731276
305,0.03073139
306,0.106749184
307,0.037246846
308,0.0059651565
309,0.14278275
310,0.046870064
311,0.120233655
312,0.04530339
313,0.26110387
314,0.00028017568
315,0.11916084
316,0.20801653
317,0.25758475
318,0.14745213
319,0.1315507
320,0.06881538
321,0.0037924713
322,0.1736458
323,0.13701099
324,0.19853994
325,0.029247563
326,0.0007565963
327,0.0018011786
328,0.08107702
329,0.00016540063
330,0.071168706
331,0.33946764
332,0.055440664
333,0.0015879278
334,0.02336371
335,0.36491314
336,0.11431895
337,0.060412962
338,0.03743992
339,0.18633284
340,0.06676394
341,0.34192905
342,0.16850413
343,0.13961698
344,0.21717042
345,0.07457326
346,0.04350717
347,0.06676394
348,0.56913686
349,0.017182607
350,0.024543703
351,0.13393225
352,0.06982174
353,0.017920421
354,0.13338818
355,0.068724945
356,0.040322404
357,0.17252167
358,0.11633515
359,0.07661522
360,0.25849605
361,0.012580288
362,0.021329293
363,0.25173622
364,0.47580513
365,0.12142341
366,0.16102068
367,0.000597445
368,2.7523532e-05
369,0.0011096931
370,0.02394529
371,0.054007683
372,0.13201354
373,0.06387996
374,0.14256248
375,0.25338215
376,0.34508327
377,0.32885608
378,0.12763336
379,0.32568973
380,0.000115464834
381,0.15404715
382,0.07896193
383,0.08900318
384,0.1211829
385,0.10863928
386,0.023996806
387,0.25578028
388,0.037275422
389,0.08714852
390,0.32676694
391,0.003141707
392,0.04097829
393,0.03969358
394,0.14174138
395,0.4428261
396,0.021864068
397,0.166221
398,0.37219498
399,0.25369465
400,0.2646477
401,0.0027114993
402,0.7088573
403,0.1315507
404,0.15678637
405,0.0055655697
406,0.25067577
407,0.0029330463
408,0.15078846
409,0.1861551
410,0.08580145
411,0.45579088
412,0.16551255
413,0.029824931
414,0.05583698
415,0.06400723
416,0.11288416
417,0.053837407
418,0.02335882
419,0.067014016
420,0.080986865
421,0.10539729
422,0.24936196
423,0.21317683
424,0.03719367
425,0.05286013
426,0.010844498
427,0.14411458
428,0.19140136
429,0.25900188
430,0.37991798
431,0.039325222
432,0.04565566
433,0.028047785
434,0.0038387366
435,0.0066904426
436,0.06520711
437,0.222024
438,0.050705943
439,0.009848372
440,0.15942428
441,0.19106258
442,0.042593382
443,0.20456429
444,0.0003621252
445,0.14914852
446,0.2171986
447,0.005839758
448,0.048568353
449,0.31158906
450,0.074161366
451,0.00033802615
452,0.17597756
453,0.19248661
454,0.1508785
455,0.17665489
456,0.2927681
457,0.1314692
458,0.03490345
459,0.12501241
460,0.34693152
461,0.2853349
462,0.06211645
463,0.003768763
464,0.12989122
465,0.015312412
466,0.019438447
467,0.024457857
468,0.20276257
469,0.018457947
470,0.21275577
471,0.15784791
472,0.09721329
473,0.10307798
474,0.0017406021
475,0.15639111
476,0.2853349
477,0.061484236
478,0.20477866
479,0.0003045748
480,0.090867974
481,0.0023868831
482,0.1484614
483,0.24286331
484,0.0826511
485,0.15035829
486,0.03183856
487,0.15078846
488,0.056425683
489,0.068423934
490,0.30500615
491,0.12137423
492,0.00012774735
493,0.16442683
494,0.20831685
495,0.09701947
496,3.295936e-05
497,0.1266586
498,0.03966621
499,0.012527842
500,0.014824261
501,0.13486184
502,0.850657
503,0.5233971
504,0.00223141
505,0.20940702
506,0.0143148
507,0.14258441
508,0.15074895
509,0.043432944
510,0.17516096
511,0.57864225
512,0.048265528
513,0.019546947
514,0.124704115
515,0.15946032
516,3.940632e-05
517,0.012154183
518,0.10510684
519,0.12608454
520,0.00011224948
521,0.031519134
522,0.027844496
523,0.074767336
524,0.004729358
525,0.109330535
526,0.187439
527,0.009052988
528,0.00011733337
529,0.28253204
530,0.15764028
531,0.19980067
532,0.0013193461
533,0.004002075
534,0.018485654
535,0.10452115
536,0.15865648
537,0.017162161
538,0.02595448
539,0.15946032
540,0.04447264
541,0.00516655
542,0.0926119
543,0.00583718
544,7.01664e-05
545,0.0927186
546,0.13386326
547,0.10377555
548,0.15794523
549,0.180254
550,0.05031035
551,0.09560906
552,0.16548754
553,0.03897527
554,0.027117457
555,0.38418722
556,0.09874362
557,0.027624784
558,0.13651997
559,0.4784708
560,0.11975848
561,0.33241445
562,0.14045204
563,0.19248661
564,0.0051054913
565,0.18926744
566,0.0034983754
567,0.09789765
568,0.01901912
569,0.05238051
570,0.034066807
571,0.18915045
572,0.2168803
573,0.09849619
574,0.16641586
575,0.037336286
576,0.113681816
577,0.1308016
578,0.112248525
579,0.06724831
580,0.0580398
581,7.634271e-05
582,0.37949875
583,0.0051873024
584,0.039203044
585,0.034352783
586,0.14590909
587,0.166221
588,0.00034467358
589,0.1923861
590,0.2426378
591,0.014801264
592,0.048185945
593,0.21916226
594,0.0015879278
595,0.12222977
596,0.12006264
597,0.07269927
598,0.14669871
599,0.12763336
600,0.20455058
601,0.0020927412
602,0.12771414
603,0.0533521
604,0.12763336
605,0.13430732
606,0.18704545
607,0.069970764
608,0.00019644601
609,0.18123704
610,0.14849935
611,0.12571765
612,0.061800037
613,0.0033639716
614,0.00048437563
615,0.08066492
616,0.01563068
617,2.9604798e-05
618,0.30297878
619,0.0075348127
620,0.1698082
621,0.0055655697
622,0.18674268
623,0.20711271
624,0.07891734
625,0.0037188644
626,0.00824206
627,0.16551255
628,0.32339555
629,0.46706218
630,0.08228832
631,0.07684309
632,0.0010518458
633,0.34693152
634,0.052576806
635,0.3898728
636,0.060198437
637,0.13074201
638,0.035000533
639,0.106897324
640,0.09562182
641,0.03925402
642,0.046148866
643,0.30892837
644,0.065145954
645,0.008504855
646,8.089562e-05
647,0.015040565
648,0.14278275
649,0.017671917
650,0.15977702
651,0.14800608
652,0.0062394976
653,0.069466315
654,0.011598056
655,0.36808908
656,0.0012812956
657,0.16542657
658,0.11849411
659,0.105546445
660,0.07159099
661,0.026763238
662,0.20715709
663,0.022930171
664,0.28403857
665,0.021367608
666,0.023223044
667,0.016350156
668,0.11586322
669,0.13388227
670,0.2890281
671,0.17914759
672,0.11431895
673,0.16767542
674,0.10082258
675,0.10464087
676,0.0037469883
677,0.18219772
678,0.008776206
679,0.0054315263
680,0.19781217
681,0.1315507
682,0.12149745
683,0.15003715
684,0.08898866
685,0.056271974
686,0.00092959235
687,0.11569905
688,0.057062186
689,0.05080527
690,0.2704423
691,0.10252897
692,0.15027393
693,0.00013077605
694,0.027629012
695,0.08150132
696,0.13199231
697,0.25109974
698,0.1680164
699,0.08713907
700,0.34508327
701,0.16660297
702,0.38463748
703,0.04472974
704,0.12967944
705,0.221402
706,0.12032077
707,0.09111753
708,0.0027869372
709,0.10316794
710,0.030834446
711,0.14527594
712,0.287714
713,0.009262699
714,0.16982026
715,0.1214757
716,0.010918494
717,0.015400253
718,0.016437631
719,0.13553186
720,0.2968911
721,0.12623098
722,0.045741722
723,0.07022062
724,0.12774834
725,0.2453924
726,0.21053544
727,0.0382865
728,0.023209358
729,0.017104656
730,0.033241753
731,0.008959023
732,0.21030504
733,0.14231184
734,0.18592408
735,0.005000324
736,0.17007345
737,0.5230957
738,0.08947728
739,0.019662656
740,0.20731276
741,0.05002116
742,0.9681728
743,0.058458306
744,0.13585965
745,0.17173257
746,0.16387376
747,0.035834473
748,0.014056687
749,0.044541016
750,0.04030568
751,0.011872026
752,0.11905482
753,0.30285487
754,0.10779823
755,0.005167287
756,0.07084255
757,0.22906443
758,0.23639597
759,0.60822165
760,0.3608694
761,0.11755022
762,0.09478183
763,0.27919754
764,0.1537952
765,0.078216925
766,0.21931478
767,0.0017620815
768,0.013261334
769,0.027772147
770,0.15734375
771,0.4637173
772,0.0087199295
773,0.13201354
774,0.20455058
775,0.06975051
776,0.39545953
777,0.12104254
778,0.1608088
779,0.048573714
780,0.048858184
781,0.1611722
782,0.05072991
783,0.3267134
784,0.13827856
785,0.28376535
786,0.034961294
787,0.28054
788,0.026132656
789,0.028288135
790,0.13646688
791,0.2968911
792,0.010700517
793,0.108141795
794,0.0010338975
795,0.07225382
796,0.20965879
797,0.0144459605
798,0.106899604
799,0.059909303
800,0.21118307
801,6.206067e-05
802,0.1997092
803,0.14206183
804,0.30684566
805,0.0464203
806,0.0640877
807,0.084583566
808,0.04259903
809,0.2991003
810,0.016439334
811,0.0035472624
812,0.010528891
813,0.061484236
814,0.19191866
815,0.010125546
816,0.0014942695
817,0.18171252
818,0.3438691
819,0.15580761
820,0.16968097
821,0.16521409
822,0.00023421545
823,0.53222346
824,0.13975585
825,0.22120272
826,0.079247095
827,0.05452595
828,0.17597756
829,0.021810722
830,0.00040747106
831,0.026156079
832,0.4471751
833,0.036916617
834,0.1617437
835,0.017884389
836,0.011835795
837,0.00013410849
838,0.339165
839,0.1997092
840,0.071698524
841,0.069116466
842,0.15569317
843,0.20811993
844,0.012150284
845,0.02701043
846,0.13695945
847,0.019824028
848,0.023912827
849,0.24281824
850,0.3267134
851,0.013619518
852,0.20493934
853,0.01151835
854,0.20557408
855,0.19750366
856,0.07377402
857,0.044174302
858,0.31209376
859,0.0007240242
860,0.19629544
861,0.2698348
862,0.16227746
863,0.08601439
864,0.086221874
865,0.0033260963
866,0.16968097
867,0.027304813
868,0.09380503
869,0.15219742
870,0.15232499
871,0.081364095
872,0.29864174
873,0.050545633
874,0.023499474
875,0.07189772
876,0.34273177
877,0.019889407
878,0.10414697
879,0.18620183
880,0.033794694
881,0.17665489
882,0.13154434
883,0.03653914
884,0.0004151457
885,0.17418279
886,0.75577205
887,0.43549734
888,0.074539445
889,0.030893872
890,0.057169247
891,0.034145214
892,0.05769315
893,0.03365372
894,0.13201354
895,0.024995577
896,0.027863316
897,0.092082635
898,0.057123803
899,0.025231695
900,0.042215284
901,0.024635442
902,0.05939214
903,0.042305507
904,0.13948783
905,0.027561931
906,0.0022559923
907,0.08688993
908,0.1612806
909,0.010081751
910,0.008806826
911,0.014502577
912,0.011603489
913,0.0017316306
914,0.018494396
915,0.28017578
916,0.15637355
917,0.07902884
918,0.06400723
919,0.1302104
920,0.06949977
921,0.19907935
922,0.11193209
923,0.16641586
924,0.23243691
925,0.16387376
926,0.51452076
927,0.3267134
928,0.22629543
929,0.048013065
930,0.10525022
931,0.3267134
932,0.23902003
933,0.3392246
934,0.0253124
935,0.15317892
936,0.3150859
937,0.049439505
938,0.12032077
939,0.025929218
940,0.072514705
941,0.10469214
942,0.33241445
943,0.00035669017
944,0.11722537
945,0.18067443
946,0.0020464212
947,0.06950435
948,0.009716936
949,0.0771147
950,0.16479276
951,0.15219742
952,0.32892883
953,0.0022785715
954,0.03940774
955,0.063122824
956,0.02059407
957,0.0144459605
958,0.057673845
959,0.011320741
960,0.54584265
961,0.095062025
962,0.051933274
963,0.036940243
964,0.16411635
965,0.1315507
966,0.12589286
967,0.032050192
968,0.06758368
969,0.11654846
970,0.15872703
971,0.023968806
972,0.20811993
973,0.35659367
974,0.15074895
975,0.07106158
976,0.01921243
977,0.024781913
978,0.11662418
979,0.18250541
980,0.339165
981,0.20760138
982,0.30580348
983,0.017195893
984,0.000375846
985,0.10296944
986,0.046216253
987,0.21766104
988,0.016319795
989,0.20227517
990,7.045278e-05
991,0.106391676
992,0.032660507
993,0.080441676
994,0.021367608
995,0.091916576
996,0.07050826
997,0.08458347
998,0.0212752
999,0.034066807
1000,0.105211504
1001,0.024008257
1002,0.00048037476
1003,0.003777154
1004,0.09511675
1005,0.25509948
1006,0.0065389243
1007,0.049966548
1008,0.19973677
1009,0.5230957
1010,0.32254106
1011,0.011856351
1012,0.0016552396
1013,0.15949665
1014,0.32353896
1015,0.0036780753
1016,0.020742351
1017,0.014760997
1018,0.06300754
1019,0.01760888
1020,0.07259885
1021,0.011451468
1022,0.09934062
1023,0.0010084873
1024,0.20548797
1025,0.069638595
1026,0.21824573
1027,0.15759368
1028,0.11859398
1029,0.24937026
1030,0.021568555
1031,0.20634869
1032,0.20664266
1033,0.123798706
1034,0.026080457
1035,0.26587707
1036,0.04802044
1037,0.048573714
1038,0.34700838
1039,0.16102068
1040,0.038530353
1041,0.037493743
1042,0.07066595
1043,0.09239747
1044,0.10906965
1045,0.30500615
1046,0.07236411
1047,0.045019876
1048,0.18409395
1049,0.046055797
1050,0.07714667
1051,0.03437093
1052,0.07845868
1053,0.36814132
1054,0.11735552
1055,0.23566115
1056,0.11431895
1057,0.37866026
1058,0.15595378
1059,0.026969953
1060,0.024897955
1061,0.09664102
1062,0.03707097
1063,0.52616185
1064,0.14325237
1065,0.33241445
1066,0.031874064
1067,0.15470135
1068,0.42827725
1069,0.021466244
1070,0.004002455
1071,0.12416298
1072,0.0045259525
1073,0.055872053
1074,0.06636408
1075,0.1698082
1076,0.13285707
1077,0.055728864
1078,0.06280347
1079,0.15079047
1080,0.083382875
1081,0.40461466
1082,0.08784706
1083,0.587999
1084,0.01226811
1085,0.00596996
1086,0.108398855
1087,0.26758707
1088,0.056484148
1089,0.010745416
1090,0.29123822
1091,0.06965619
1092,0.041457217
1093,0.09239152
1094,0.16767855
1095,0.09557558
1096,0.16828221
1097,0.045665253
1098,0.005284909
1099,0.1091493
1100,0.108398855
1101,0.12123966
1102,0.1611722
1103,0.0013245831
1104,0.13008556
1105,0.13661686
1106,0.12822278
1107,0.17818502
1108,0.055898186
1109,0.13199231
1110,0.16002871
1111,0.04076788
1112,0.057297036
1113,0.028822776
1114,0.09694355
1115,0.04525744
1116,0.09886544
1117,0.029367927
1118,0.25440064
1119,0.005858143
1120,0.12462698
1121,0.16588616
1122,0.16551255
1123,0.07020637
1124,0.16850413
1125,0.166221
1126,0.47595522
1127,0.04740251
1128,0.14449616
1129,0.11905482
1130,0.26326504
1131,0.10648153
1132,0.1756599
1133,0.016618598
1134,0.11974966
1135,0.02297768
1136,0.4256717
1137,0.34179917
1138,0.0090765795
1139,0.0184351
1140,0.15784791
1141,0.15775467
1142,0.05229905
1143,0.074767336
1144,0.031519134
1145,0.4097245
1146,0.059485726
1147,0.06521939
1148,0.090457305
1149,0.16520433
1150,0.23452307
1151,0.0012443087
1152,0.02833778
1153,0.09236024
1154,5.510965e-05
1155,0.006310648
1156,0.13212676
1157,0.08399581
1158,0.0556236
1159,0.34540284
1160,0.0015879278
1161,0.045426484
1162,0.031664323
1163,0.059725426
1164,0.33241445
1165,0.00853173
1166,0.27875176
1167,0.02061714
1168,0.019672757
1169,0.010778612
1170,0.20596449
1171,0.0034886303
1172,0.09465207
1173,0.075504154
1174,0.11711256
1175,0.21505685
1176,0.00013834272
1177,0.34847075
1178,0.07977785
1179,0.017750908
1180,0.026229419
1181,0.14550106
1182,0.122421674
1183,0.078345984
1184,0.19438176
1185,0.26668647
1186,0.0557991
1187,0.00044831354
1188,0.0022272035
1189,0.14518824
1190,0.0661182
1191,0.044909403
1192,0.29041237
1193,0.006685002
1194,0.20971268
1195,0.078737356
1196,0.28357282
1197,0.20441543
1198,0.339165
1199,0.06843562
1200,0.0087747
1201,0.19308142
1202,0.0925477
1203,0.20822687
1204,0.32988587
1205,0.058185894
1206,0.19123691
1207,0.071733214
1208,0.31975207
1209,0.17729121
1210,0.24026439
1211,0.075668655
1212,0.3065104
1213,3.3416673e-05
1214,0.3050751
1215,0.1339014
1216,0.19160426
1217,0.037746225
1218,0.06080422
1219,0.06467216
1220,0.10640473
1221,0.023052575
1222,0.16962822
1223,0.097281
1224,0.112834916
1225,0.023209158
1226,0.14681108
1227,0.23993711
1228,0.16721705
1229,0.25730953
1230,0.19396228
1231,0.025809614
1232,0.0074054855
1233,7.045278e-05
1234,0.020645339
1235,0.2168803
1236,0.04612093
1237,0.20455058
1238,0.017573014
1239,0.2283331
1240,0.14538261
1241,3.1315987e-05
1242,0.13247924
1243,0.16778228
1244,0.06741945
1245,0.3267134
1246,0.047961902
1247,0.33241445
1248,0.23820347
1249,0.22508082
1250,0.012097017
1251,0.11468735
1252,0.26587707
1253,0.23113017
1254,0.029943282
1255,0.25422272
1256,0.14492105
1257,0.8200078
1258,0.09222147
1259,0.3243003
1260,0.08490087
1261,0.27946034
1262,0.2168803
1263,0.20455058
1264,0.13491347
1265,0.24264388
1266,0.24432807
1267,0.0092074545
1268,0.08947728
1269,0.1588568
1270,0.044909026
1271,0.12167529
1272,0.101280384
1273,0.07226986
1274,0.1657162
1275,0.24236345
1276,0.030559197
1277,0.048573714
1278,0.16287959
1279,0.22906443
1280,0.030001653
1281,0.0004020573
1282,0.0011839899
1283,0.14469862
1284,0.09547052
1285,0.00053761416
1286,0.023592647
1287,0.0053200535
1288,0.2077833
1289,0.22301394
1290,0.19570778
1291,0.014065089
1292,0.09694355
1293,0.03407644
1294,0.024706986
1295,0.025087
1296,0.1916493
1297,0.044637673
1298,0.48410764
1299,0.031031579
1300,0.07033839
1301,0.14316702
1302,0.14812683
1303,0.11881657
1304,0.03755413
1305,0.20434913
1306,0.004218006
1307,0.23054664
1308,0.036160447
1309,0.07152277
1310,0.14975649
1311,0.03551948
1312,0.010812072
1313,0.014660171
1314,0.15837036
1315,0.011562798
1316,0.0076976675
1317,0.107213
1318,0.105484724
1319,0.10969588
1320,0.26373962
1321,0.012343741
1322,0.5122626
1323,0.057810344
1324,0.3847226
1325,0.07621489
1326,0.33854628
1327,0.032838587
1328,0.0038387366
1329,0.31376153
1330,0.099753745
1331,0.037180584
1332,7.860692e-05
1333,0.6161498
1334,0.05845825
1335,0.06289616
1336,0.021380153
1337,0.15764028
1338,0.00024614157
1339,0.009222127
1340,0.20790987
1341,0.092018194
1342,0.0143502895
1343,0.035643686
1344,3.990777e-05
1345,0.0015272787
1346,0.09500212
1347,0.37874404
1348,0.18123704
1349,0.19436446
1350,0.29621777
1351,0.059808686
1352,0.16574326
1353,0.20801653
1354,0.09922775
1355,0.014709374
1356,0.1689181
1357,0.12142341
1358,0.13370964
1359,0.64149463
1360,0.38813013
1361,0.20790987
1362,0.3050751
1363,0.3267134
1364,0.3434893
1365,0.19843249
1366,0.13895407
1367,0.021606458
1368,0.15836468
1369,0.19227971
1370,0.07357063
1371,0.045695994
1372,0.22069941
1373,0.012999016
1374,0.025520917
1375,0.10401166
1376,0.22404842
1377,0.03367662
1378,0.024086395
1379,6.0358776e-05
1380,0.012002688
1381,0.05937729
1382,0.010881836
1383,0.104974724
1384,0.12668805
1385,0.0054445276
1386,0.101496406
1387,0.14909199
1388,0.03793747
1389,0.10300494
1390,0.22240746
1391,0.18123704
1392,0.23233494
1393,0.054520994
1394,0.16264068
1395,0.059380714
1396,0.023916457
1397,0.104214534
1398,0.09082536
1399,0.11547567
1400,0.03383661
1401,0.20530586
1402,0.16869998
1403,0.12142341
1404,0.041874666
1405,0.13930619
1406,0.107413694
1407,0.07266128
1408,0.2646477
1409,0.16180348
1410,0.2642669
1411,0.048502404
1412,0.051954538
1413,0.017096605
1414,0.2059615
1415,0.0957001
1416,0.011537393
1417,0.02543071
1418,0.011049368
1419,0.0046936413
1420,0.093348615
1421,0.003236288
1422,0.07320336
1423,0.09955391
1424,0.016460575
1425,0.008221642
1426,0.042554803
1427,0.048188943
1428,0.095642745
1429,0.045925163
1430,0.13364126
1431,0.028741324
1432,0.1051564
1433,0.18880709
1434,0.14975649
1435,0.055812523
1436,0.03052356
1437,0.10088459
1438,0.13336258
1439,0.17641
1440,0.0048804963
1441,0.020743337
1442,0.13201354
1443,0.0002825983
1444,0.14325237
1445,0.11259539
1446,0.27599618
1447,0.36528307
1448,0.013469303
1449,0.00544595
1450,0.061708275
1451,0.056484148
1452,0.64644283
1453,0.0072166007
1454,0.076940805
1455,0.23064266
1456,0.2423948
1457,0.20911293
1458,0.14423476
1459,0.050222244
1460,0.06844339
1461,0.14248946
1462,0.039201625
1463,0.2406286
1464,0.13827856
1465,0.17744333
1466,0.112596035
1467,0.029514555
1468,0.00013096689
1469,0.18274252
1470,0.1495412
1471,0.33241445
1472,0.11609828
1473,0.23477097
1474,0.018090297
1475,0.008927972
1476,0.039922185
1477,0.061984543
1478,0.020160748
1479,0.019801704
1480,0.28547603
1481,0.045357447
1482,0.028255545
1483,0.00021868163
1484,0.13247924
1485,0.089842744
1486,0.06186114
1487,0.11325864
1488,0.116065405
1489,0.038515076
1490,0.05702733
1491,0.40445203
1492,0.010557159
1493,0.15054105
1494,0.10152758
1495,0.00016397705
1496,0.049043745
1497,0.26326504
1498,0.017990371
1499,0.0128525775
1500,0.1315507
1501,0.22944722
1502,0.34508327
1503,0.14721984
1504,0.048027538
1505,0.03146772
1506,0.025866825
1507,0.12763336
1508,0.2418067
1509,0.19515851
1510,0.0007360606
1511,0.005829294
1512,0.0838388
1513,0.087232426
1514,0.04324474
1515,0.25833458
1516,0.006472829
1517,0.0107934
1518,0.06760424
1519,0.09458641
1520,0.0007669646
1521,0.088863984
1522,0.099862285
1523,0.0043505654
1524,0.18529506
1525,0.0184351
1526,0.1655231
1527,0.2535968
1528,0.01934131
1529,0.17352256
1530,0.15021606
1531,0.2731052
1532,0.15359807
1533,0.70198685
1534,0.1882155
1535,0.0049206163
1536,0.12791573
1537,0.2733726
1538,0.20476872
1539,0.19734272
1540,0.0037063449
1541,0.23369087
1542,0.09694355
1543,0.014957095
1544,0.10414697
1545,0.06928413
1546,0.0048804963
1547,0.04172689
1548,0.08791029
1549,0.29314035
1550,0.09674718
1551,0.12225
1552,0.055325996
1553,0.10471747
1554,0.037781324
1555,0.073169075
1556,0.17664745
1557,0.49662146
1558,0.007874221
1559,0.19458672
1560,0.22497486
1561,0.085563265
1562,0.27619588
1563,0.014833863
1564,0.0059824754
1565,0.070807666
1566,0.10357571
1567,0.2992206
1568,0.1217976
1569,0.06757052
1570,0.114311405
1571,0.012003799
1572,0.089114614
1573,0.000569009
1574,0.032465804
1575,0.13909134
1576,0.16442849
1577,0.039580278
1578,0.043347258
1579,0.33386523
1580,0.031694423
1581,0.12921205
1582,0.17561519
1583,0.2564464
1584,0.019924957
1585,0.14975649
1586,0.37874404
1587,0.51452076
1588,0.19265598
1589,0.014334811
1590,0.01473247
1591,0.24292924
1592,0.0074125407
1593,0.027860384
1594,0.13620856
1595,0.25793332
1596,0.18067443
1597,0.009417785
1598,0.055023022
1599,0.055171903
1600,0.035143543
1601,0.00252272
1602,0.089842744
1603,0.06769864
1604,0.026672693
1605,0.10577884
1606,0.10346
1607,0.13377927
1608,0.25578526
1609,0.014244971
1610,0.09080346
1611,0.0060511483
1612,0.30815265
1613,0.013002697
1614,0.05615224
1615,0.1699543
1616,0.18417385
1617,0.0072501814
1618,0.052229676
1619,0.24014811
1620,0.21317683
1621,0.147552
1622,0.20651788
1623,0.07540868
1624,0.06794067
1625,0.057892878
1626,0.33241445
1627,0.26241186
1628,0.043664757
1629,0.1244907
1630,0.1351976
1631,0.06069169
1632,0.0053739115
1633,0.19224344
1634,0.0648213
1635,0.027273407
1636,0.033923917
1637,0.050538402
1638,0.034454435
1639,0.37874404
1640,0.07475243
1641,0.113561206
1642,0.0036780753
1643,0.339165
1644,0.009669974
1645,0.25802723
1646,0.12725428
1647,0.011425848
